Geneid	0_R1	0_R2	5_R1	5_R2	10_R1	10_R2	15_R1	15_R2	Entity	Symbol	relative changes	negligible changes	Expression of 0	Rows with missing values	Outlier
gene-PA1605	38	21	14	14	6	3	2	1	host	gene-PA1605	0.9483659739837474	0	0	0	1
gene-PA1507	82	61	38	67	5	3	1	5	host	gene-PA1507	0.9569426189896092	0	0	0	1
gene-PA3317	46	51	27	24	11	13	10	3	host	gene-PA3317	0.7077366469469432	0	0	0	1
gene-PA2232	70	59	62	92	20	16	7	3	host	pslB	0.7628089387987407	0	0	0	1
gene-PA3490	12	6	9	7	1	3	1	0	host	gene-PA3490	0.829676394223766	0	1	0	1
gene-PA0676	43	19	10	17	8	6	0	0	host	vreR	1.0174738753410835	0	1	0	1
gene-PA1279	15	9	5	11	2	2	3	1	host	cobU	0.7949493345141213	0	0	0	1
gene-PA1980	3	2	3	3	0	1	1	1	host	eraR	0.6226998490772392	0	1	0	1
gene-PA3013	1285	936	576	601	192	131	76	91	host	foaB	0.8603960579198031	0	0	0	1
gene-PA0478	22	16	7	4	0	1	1	0	host	gene-PA0478	1.2174244373549323	0	1	0	1
gene-PA4743	130	227	196	337	80	105	36	25	host	rbfA	0.6973609106015285	0	0	0	1
gene-PA3193	219	518	314	697	21	34	14	13	host	glk	1.0753115375573286	0	0	0	1
gene-PA3335	11	86	1	103	2	20	5	2	host	gene-PA3335	1.3441745768335567	0	0	0	1
gene-PA0553	104	86	49	57	12	20	13	2	host	gene-PA0553	0.8193561025689767	0	0	0	1
gene-PA1588	4758	6500	5788	7845	1886	1929	864	638	host	sucC	0.689956553251484	0	0	0	1
gene-PA4728	25	21	17	25	2	6	2	6	host	folK	0.723649527777953	0	0	0	1
gene-PA2655	58	41	28	46	7	8	4	2	host	gene-PA2655	0.8468054038983343	0	0	0	1
gene-PA2923	4	5	0	2	0	0	0	0	host	hisJ	1.405420439430937	0	1	0	1
gene-PA4072	25	13	11	9	2	4	2	0	host	gene-PA4072	0.9344935724308652	0	1	0	1
gene-PA0535	36	32	16	27	1	6	6	3	host	gene-PA0535	0.8245940576494107	0	0	0	1
gene-PA1722	477	241	418	253	118	57	11	27	host	pscI	0.8310622402797244	0	0	0	1
gene-PA1663	15	14	5	18	2	8	17	2	host	gene-PA1663	0.6156769204835398	0	0	0	1
gene-PA3921	253	146	81	131	14	14	4	4	host	gene-PA3921	1.0450314396928513	0	0	0	1
gene-PA0446	153	103	64	95	19	26	27	7	host	gene-PA0446	0.7776968591470402	0	0	0	1
gene-PA1206	22	24	28	33	9	18	8	5	host	gene-PA1206	0.5183923432114914	0	0	0	1
gene-PA2838	7	8	4	6	3	0	0	1	host	gene-PA2838	0.8152820977611648	0	1	0	1
gene-PA1895	21	23	9	25	2	5	2	3	host	gene-PA1895	0.8347395542663533	0	0	0	1
gene-PA4876	39	36	25	27	8	5	3	3	host	osmE	0.7781738321492483	0	0	0	1
gene-PA2986	123	146	140	198	29	30	19	20	host	gene-PA2986	0.7572170076671332	0	0	0	1
gene-PA4029	27	38	10	26	3	8	6	0	host	gene-PA4029	0.8700381537430915	0	1	0	1
gene-PA1833a	203	161	77	127	16	23	6	7	host	gene-PA1833a	0.935016568489926	0	0	0	1
gene-PA5472	82	101	35	69	15	19	14	8	host	gene-PA5472	0.7845057967190594	0	0	0	1
gene-PA4949	107	105	59	79	7	13	8	9	host	gene-PA4949	0.8597431615243201	0	0	0	1
gene-PA1646	51	42	19	21	7	9	6	4	host	gene-PA1646	0.8322587114083472	0	0	0	1
gene-PA3764	91	126	96	138	16	22	15	12	host	gene-PA3764	0.779908145451518	0	0	0	1
gene-PA0304	284	256	255	347	91	75	24	30	host	spuH	0.7046239861405307	0	0	0	1
gene-PA3342	125	101	40	69	9	7	3	0	host	gene-PA3342	1.0313326815973927	0	1	0	1
gene-PA3012	41	58	40	75	6	12	7	4	host	gene-PA3012	0.8339910019778634	0	0	0	1
gene-PA3532	14	18	148	195	59	76	37	22	host	gene-PA3532	0.8764663166638763	0	0	0	1
gene-PA5200	191	157	60	62	16	16	9	10	host	amgR	1.0205195768931181	0	0	0	1
gene-PA0119	22	23	2	12	5	1	1	1	host	gene-PA0119	1.057807851903279	0	0	0	1
gene-PA1072	280	230	368	448	38	26	6	13	host	braE	0.944956673532584	0	0	0	1
gene-PA3715	42	35	44	67	18	16	10	1	host	gene-PA3715	0.6982794368529686	0	0	0	1
gene-PA3313	54	77	37	40	16	26	14	6	host	gene-PA3313	0.6513044839890154	0	0	0	1
gene-PA4174	27	12	5	11	1	0	0	0	host	gene-PA4174	1.265717510476382	0	1	0	1
gene-PA1681	135	124	101	112	33	26	22	14	host	aroC	0.6804172460721886	0	0	0	1
gene-PA3877	3	9	5	3	1	2	0	2	host	narK1	0.8380930735902785	0	1	0	1
gene-PA1535	67	79	52	104	5	9	1	3	host	gene-PA1535	0.9505754835887574	0	0	0	1
gene-PA2435	122	65	60	88	16	10	5	9	host	gene-PA2435	0.8710453489916584	0	0	0	1
gene-PA4503	49	34	21	32	9	5	3	2	host	gene-PA4503	0.8437318618700205	0	0	0	1
gene-PA5386	4	8	7	1	2	5	4	2	host	cdhA	0.5612199750743071	0	0	0	1
gene-PA3062	5	2	1	5	0	0	0	0	host	pelC	1.2663136640887946	0	1	0	1
gene-PA1596	225	231	83	96	24	28	28	26	host	htpG	0.8892629580739173	0	0	0	1
gene-PA4184	87	46	19	38	5	3	9	3	host	gene-PA4184	1.0520684733240315	0	0	0	1
gene-PA5438	120	121	72	153	28	22	14	13	host	gene-PA5438	0.7797844500779101	0	0	0	1
gene-PA2478	24	22	26	29	8	4	4	0	host	gene-PA2478	0.7497534111391511	0	1	0	1
gene-PA4737	105	81	82	107	21	18	5	7	host	gene-PA4737	0.7831655773469237	0	0	0	1
gene-PA5562	309	429	203	358	56	84	53	29	host	spoOJ	0.7747055911459866	0	0	0	1
gene-PA1820	174	227	148	283	13	36	16	7	host	nhaB	0.9036520606703982	0	0	0	1
gene-PA2355	6	7	3	6	0	0	1	0	host	gene-PA2355	0.9905031086864797	0	1	0	1
gene-PA0853	23	15	12	8	3	7	1	3	host	gene-PA0853	0.7677930533936252	0	0	0	1
gene-PA4107	4	5	5	2	1	0	1	1	host	gene-PA4107	0.7859570801614778	0	1	0	1
gene-PA2976	527	489	1448	1600	210	182	63	61	host	rne	1.002736097848413	0	0	0	1
gene-PA2736.1	123	349	80	153	37	75	23	19	host	gene-PA2736.1	0.9451124417022506	0	0	0	1
gene-PA4432	1237	2201	2129	3781	749	979	546	373	host	rpsI	0.7142403256240576	0	0	0	1
gene-PA4068	198	192	120	155	17	21	12	9	host	gene-PA4068	0.8729106928803654	0	0	0	1
gene-PA2332	34	22	9	20	4	2	2	1	host	gene-PA2332	0.9710615921058745	0	0	0	1
gene-PA4755	442	607	389	470	82	96	52	34	host	greA	0.7879640230592718	0	0	0	1
gene-PA4200	33	28	20	34	1	4	1	2	host	gene-PA4200	0.9082068661994096	0	0	0	1
gene-PA4946	484	596	290	475	72	70	51	31	host	mutL	0.8402054955090671	0	0	0	1
gene-PA2530	51	51	53	47	5	8	5	6	host	gene-PA2530	0.7900925397175022	0	0	0	1
gene-PA4671	694	1715	1141	2165	564	954	739	385	host	gene-PA4671	0.5462162279704168	0	0	0	1
gene-PA5218	39	33	18	28	3	4	5	1	host	gene-PA5218	0.8700615882881432	0	0	0	1
gene-PA1321	27	21	10	17	0	8	8	5	host	cyoE	0.6972166887783963	0	1	0	1
gene-PA4637a	16	22	17	25	5	13	4	3	host	gene-PA4637a	0.5992436653995952	0	0	0	1
gene-PA1350	10	14	8	7	3	1	0	0	host	gene-PA1350	0.9015940453479129	0	1	0	1
gene-PA5202	26	35	19	26	7	11	7	2	host	gene-PA5202	0.6554304006675943	0	0	0	1
gene-PA0494	30	14	11	6	1	6	1	1	host	gene-PA0494	1.0532747766381008	0	0	0	1
gene-PA0984	53	62	8	34	4	5	3	2	host	gene-PA0984	1.0810807922418801	0	0	0	1
gene-PA4115	69	55	44	58	7	4	3	5	host	gene-PA4115	0.8702113565572539	0	0	0	1
gene-PA4577	6	17	1	3	0	1	1	0	host	gene-PA4577	1.4851624460246915	0	1	0	1
gene-PA0764	230	171	203	290	55	34	21	19	host	mucB	0.7898767687674599	0	0	0	1
gene-PA5009	67	93	79	118	21	25	11	16	host	waaP	0.7094662410676851	0	0	0	1
gene-PA4766	84	71	39	75	8	14	10	5	host	gene-PA4766	0.822776915256522	0	0	0	1
gene-PA2745	56	49	34	74	14	18	8	1	host	gene-PA2745	0.7625609241223458	0	0	0	1
gene-PA1707	711	259	430	158	128	33	13	14	host	pcrH	1.0488946042410014	0	0	0	1
gene-PA2831	49	29	31	40	6	8	7	3	host	gene-PA2831	0.7703057691470461	0	0	0	1
gene-PA2763	11	11	10	17	1	3	2	0	host	gene-PA2763	0.8401101856107579	0	1	0	1
gene-PA2338	9	15	12	17	3	5	3	3	host	gene-PA2338	0.6400531833549722	0	0	0	1
gene-PA0231	20	11	8	9	0	1	0	0	host	pcaD	1.1056253118842072	0	1	0	1
gene-PA0398	129	131	48	49	8	12	9	2	host	gene-PA0398	1.0304638130973318	0	0	0	1
gene-PA4540	23	14	12	11	2	3	3	3	host	gene-PA4540	0.7875997904234262	0	0	0	1
gene-PA2607	30	13	21	12	2	2	2	5	host	gene-PA2607	0.8872937861354152	0	0	0	1
gene-PA0513	2	0	1	0	0	1	0	0	host	gene-PA0513	1.4142135623730951	0	1	0	1
gene-PA4332	85	70	31	50	11	20	3	5	host	gene-PA4332	0.8411169276327835	0	0	0	1
gene-PA1224	18	15	1	6	0	0	4	0	host	gene-PA1224	1.2196734422726125	0	1	0	1
gene-PA2700	12	11	8	2	2	5	0	2	host	opdB	0.8123201004396181	0	1	0	1
gene-PA0828	33	17	7	22	6	0	9	3	host	gene-PA0828	0.855545885903613	0	1	0	1
gene-PA2612	227	196	336	372	49	56	25	14	host	serS	0.8429234567052327	0	0	0	1
gene-PA0064	50	46	24	45	6	11	5	5	host	gene-PA0064	0.7817359599705717	0	0	0	1
gene-PA5456	75	51	73	72	9	10	4	7	host	gene-PA5456	0.8224118117259485	0	0	0	1
gene-PA3546	3	6	3	1	0	0	2	1	host	algX	0.9354143466934853	0	1	0	1
gene-PA3011	759	964	632	1013	138	166	93	48	host	topA	0.8027582864296392	0	0	0	1
gene-PA1742	61	62	64	69	13	12	9	0	host	gene-PA1742	0.7743510189794615	0	1	0	1
gene-PA5259	205	145	102	170	17	22	13	7	host	hemD	0.8847195056864144	0	0	0	1
gene-PA4522	57	65	33	64	7	9	3	4	host	ampD	0.8662718299757894	0	0	0	1
gene-PA3731	221	297	80	121	26	29	21	14	host	gene-PA3731	0.9791541664949035	0	0	0	1
gene-PA4108	76	53	14	27	8	8	1	4	host	gene-PA4108	1.0570082886615786	0	0	0	1
gene-PA5245	80	67	72	67	17	10	6	9	host	gene-PA5245	0.7527463103419982	0	0	0	1
gene-PA4449	347	489	427	573	123	136	58	40	host	hisG	0.7153428874547535	0	0	0	1
gene-PA0970	667	982	399	614	84	120	46	44	host	tolR	0.89692255610548	0	0	0	1
gene-PA0103	20	13	8	22	8	11	10	3	host	gene-PA0103	0.5007473638848967	0	0	0	1
gene-PPLUZ19_gp0.1	0	1	46408	34876	88282	47645	62777	77304	phage	gp0.1	0.6806779671617281	0	1	0	1
gene-PA3469	54	53	51	70	10	8	5	2	host	gene-PA3469	0.8228846530995136	0	0	0	1
gene-PA1333	26	34	20	27	1	4	0	1	host	gene-PA1333	0.9308035108530857	0	1	0	1
gene-PA4816	14	25	14	14	1	4	2	1	host	gene-PA4816	0.869738147056023	0	0	0	1
gene-PA1843	287	362	188	311	35	38	37	18	host	metH	0.8478971924019842	0	0	0	1
gene-PA1026	36	17	10	15	9	5	6	1	host	gene-PA1026	0.8220385469776156	0	0	0	1
gene-PA0683	5	112	2	2	1	3	0	1	host	gene-PA0683	2.311527522227808	0	1	0	1
gene-PA5330	396	385	183	300	47	65	45	35	host	gene-PA5330	0.8085095290071421	0	0	0	1
gene-PA0233	22	8	5	15	1	1	2	0	host	gene-PA0233	1.0980716355832292	0	1	0	1
gene-PA0088	58	85	46	125	9	25	25	3	host	gene-PA0088	0.8239703370523944	0	0	0	1
gene-PA0228	24	12	3	9	2	3	2	0	host	pcaF	1.0895446012057188	0	1	0	1
gene-PA2408	217	162	134	184	23	19	3	5	host	gene-PA2408	0.8985609096846497	0	0	0	1
gene-PA2484	53	50	40	29	9	13	8	10	host	gene-PA2484	0.6731910481098593	0	0	0	1
gene-PA4688	68	55	49	66	33	34	30	29	host	hitB	0.3324062299396522	0	0	0	1
gene-PA2870	49	40	45	49	9	7	4	6	host	gene-PA2870	0.7594101856312707	0	0	0	1
gene-PA2682	34	27	24	51	3	7	4	3	host	gene-PA2682	0.8708031295752338	0	0	0	1
gene-PA4280	227	271	137	263	59	91	77	49	host	birA	0.5936448225918635	0	0	0	1
gene-PA5317	58	54	38	50	15	13	8	11	host	gene-PA5317	0.6454284483595708	0	0	0	1
gene-PA4169	30	22	9	21	3	4	2	1	host	gene-PA4169	0.9109707321633462	0	0	0	1
gene-PA4320	175	175	143	258	45	43	12	19	host	gene-PA4320	0.7831593822762376	0	0	0	1
gene-PA0009	48	99	159	195	46	43	34	20	host	glyQ	0.7490848035433502	0	0	0	1
gene-PA5498	50	44	23	29	6	3	3	5	host	gene-PA5498	0.8786295653212277	0	0	0	1
gene-PA3238	64	59	39	47	3	7	3	4	host	gene-PA3238	0.8854423441001154	0	0	0	1
gene-PA2226	7	30	11	16	0	3	2	0	host	gene-PA2226	1.1180105053277023	0	1	0	1
gene-PA2591	70	232	16	79	5	13	8	5	host	gene-PA2591	1.3640698379630065	0	0	0	1
gene-PA2331	3	9	3	1	3	1	0	0	host	gene-PA2331	1.0954451150103321	0	1	0	1
gene-PA0694	6	3	1	2	0	0	0	1	host	exbD2	1.1892019102877158	0	1	0	1
gene-PA4919	56	77	28	51	6	15	11	4	host	pncB1	0.8192532322064706	0	0	0	1
gene-PA4421	775	779	179	354	38	87	40	25	host	gene-PA4421	1.0598359984285832	0	0	0	1
gene-PA3438	198	168	93	132	22	10	8	9	host	folE1	0.9167495227705331	0	0	0	1
gene-PA0447	226	222	57	88	41	53	48	17	host	gcdH	0.8218730608815492	0	0	0	1
gene-PA0151	37	35	16	22	5	4	4	3	host	gene-PA0151	0.8445578155189225	0	0	0	1
gene-PA1743	3	3	2	2	0	1	0	0	host	gene-PA1743	0.8860722131644512	0	1	0	1
gene-PA1295	15	27	14	25	11	1	5	3	host	gene-PA1295	0.7171898891673051	0	0	0	1
gene-PA3060	12	6	8	4	1	3	2	0	host	pelE	0.8314794192830981	0	1	0	1
gene-PA4329	264	198	170	215	45	24	12	13	host	pykA	0.8300157418224476	0	0	0	1
gene-PA2261	5	6	3	3	0	6	0	0	host	gene-PA2261	0.8597269536210952	0	1	0	1
gene-PA1041	736	671	240	315	71	64	29	20	host	gene-PA1041	1.0067614748123703	0	0	0	1
gene-PA0638	80	66	87	139	71	95	56	33	host	gene-PA0638	0.37187770637268286	0	0	0	1
gene-PA3452	846	971	1877	2351	364	387	112	72	host	mqoA	0.8987118692600539	0	0	0	1
gene-PA2764	47	49	21	41	5	4	7	4	host	gene-PA2764	0.852378834832817	0	0	0	1
gene-PA3888	9	12	3	4	1	2	1	1	host	gene-PA3888	0.9423219276040129	0	0	0	1
gene-PA0038	114	226	108	128	17	31	7	6	host	gene-PA0038	0.9178922411512106	0	0	0	1
gene-PA0093	58	57	35	45	17	36	11	11	host	gene-PA0093	0.5318394716396709	0	0	0	1
gene-PA5004	396	486	456	695	98	114	75	43	host	gene-PA5004	0.7720893099942264	0	0	0	1
gene-PA2926	9	5	3	7	1	6	3	1	host	hisP	0.614783851181429	0	0	0	1
gene-PA4141	182	1181	92	1131	41	355	144	16	host	gene-PA4141	1.149364005210689	0	0	0	1
gene-PA0262	104	126	69	98	19	24	12	9	host	gene-PA0262	0.7676354081079793	0	0	0	1
gene-PA1004	242	277	164	320	69	83	49	38	host	nadA	0.6727283214287573	0	0	0	1
gene-PA4465	230	231	149	239	40	37	20	15	host	gene-PA4465	0.7992156322241062	0	0	0	1
gene-PA2509	3	0	2	2	0	0	0	1	host	catB	1.118033988749895	0	1	0	1
gene-PA4704	158	145	90	132	11	27	15	14	host	cbpA	0.8132845147746528	0	0	0	1
gene-PA2671	17	23	8	16	2	4	0	5	host	gene-PA2671	0.8261288573151824	0	1	0	1
gene-PA2271	13	13	1	5	0	0	1	1	host	gene-PA2271	1.2380920694028934	0	1	0	1
gene-PA3931	8	10	16	25	4	1	1	0	host	gene-PA3931	1.0063702425493102	0	1	0	1
gene-PA0845	36	22	8	18	8	9	5	1	host	gene-PA0845	0.7964788436266425	0	0	0	1
gene-PA3242	31	32	42	57	9	15	8	5	host	gene-PA3242	0.7024938711109951	0	0	0	1
gene-PA2719	9	15	6	12	0	2	1	1	host	gene-PA2719	0.9274230003348497	0	1	0	1
gene-PA4660	102	73	79	111	30	18	15	5	host	phr	0.7254195606918041	0	0	0	1
gene-PA2206	38	29	16	23	2	7	4	4	host	gene-PA2206	0.817507872876838	0	0	0	1
gene-PA0422	195	493	303	399	48	62	18	14	host	gene-PA0422	0.9145353550507744	0	0	0	1
gene-PA1201	64	60	37	34	6	4	3	4	host	gene-PA1201	0.9127084243356848	0	0	0	1
gene-PA2660	21	20	7	13	3	9	0	0	host	gene-PA2660	0.8514114648361827	0	1	0	1
gene-PA4513	274	277	35	56	12	19	8	1	host	gene-PA4513	1.3022344065029685	0	0	0	1
gene-PA0611	92	74	59	59	20	15	6	7	host	prtR	0.7540474808828361	0	0	0	1
gene-PA1319	7	6	12	9	2	5	7	3	host	cyoC	0.47017956110909015	0	0	0	1
gene-PA0868	30	50	91	147	8	11	11	7	host	gene-PA0868	1.0657235631033872	0	0	0	1
gene-PA2985	18	16	8	23	1	5	4	3	host	gene-PA2985	0.7806839665455554	0	0	0	1
gene-PA2205	25	21	10	13	3	3	3	3	host	gene-PA2205	0.8195708558421111	0	0	0	1
gene-PA0068	151	78	41	39	9	9	5	1	host	gene-PA0068	1.152586040478902	0	0	0	1
gene-PA2220	22	42	9	16	1	6	1	2	host	gene-PA2220	1.0697060309990971	0	0	0	1
gene-PA4355	3	6	4	5	0	1	2	0	host	gene-PA4355	0.8067178260046388	0	1	0	1
gene-PA1357	126	107	26	40	5	10	5	2	host	gene-PA1357	1.144617135786049	0	0	0	1
gene-PA0678	2	2	3	0	0	0	2	0	host	gene-PA0678	1.0363754503432017	0	1	0	1
gene-PA1741	25	35	16	27	8	8	6	7	host	gene-PA1741	0.6320198065034609	0	0	0	1
gene-PA0391	234	163	61	77	18	11	3	7	host	gene-PA0391	1.1050680713048129	0	0	0	1
gene-PA2034	1010	470	123	150	27	17	8	11	host	gene-PA2034	1.4507377797423007	0	0	0	1
gene-PA1739	7	8	6	8	2	2	2	1	host	gene-PA1739	0.628539361054709	0	0	0	1
gene-PA2454	35	15	27	43	6	2	1	2	host	gene-PA2454	0.9480104696634195	0	0	0	1
gene-PA5005	519	779	857	1322	184	211	148	68	host	gene-PA5005	0.8110926303996586	0	0	0	1
gene-PA4274	517	1070	1333	2057	428	499	339	196	host	rplK	0.73807742044072	0	0	0	1
gene-PA1809	47	33	38	46	10	12	17	11	host	gene-PA1809	0.5587972309860466	0	0	0	1
gene-PA4363	39	20	7	13	4	3	2	0	host	iciA	1.1134044285378082	0	1	0	1
gene-PA1992	111	76	72	62	5	6	1	2	host	ercS	0.9686693649566296	0	0	0	1
gene-PA4905	11	12	10	11	2	1	1	0	host	vanB	0.8416254115301731	0	1	0	1
gene-PA4948	528	411	158	207	82	118	37	38	host	gene-PA4948	0.8540541134071293	0	0	0	1
gene-PA2071	389	290	98	133	29	26	8	13	host	fusA2	1.0845365876896373	0	0	0	1
gene-PA4901	7	4	1	8	0	0	0	1	host	mdlC	1.1732080947385637	0	1	0	1
gene-PA3723	134	81	35	62	13	9	4	4	host	gene-PA3723	1.0212174059686856	0	0	0	1
gene-PA2541	124	139	124	186	37	41	20	11	host	gene-PA2541	0.7195156746961238	0	0	0	1
gene-PA3911	8	1	3	6	0	2	0	0	host	gene-PA3911	1.131370849898476	0	1	0	1
gene-PA5077	329	349	443	517	69	65	33	18	host	mdoH	0.8334480848600553	0	0	0	1
gene-PA5434	23	31	9	18	5	2	3	1	host	mtr	0.9099325885415803	0	0	0	1
gene-PA1937	42	31	8	19	4	7	3	1	host	gene-PA1937	0.9751157170437307	0	0	0	1
gene-PA2588	19	22	7	7	4	5	3	2	host	gene-PA2588	0.8217531885411499	0	0	0	1
gene-PA1195	13	7	5	11	2	2	2	1	host	gene-PA1195	0.7944507373273825	0	0	0	1
gene-PA4974	198	154	106	176	33	44	35	26	host	gene-PA4974	0.6908894632449031	0	0	0	1
gene-PA5279	137	116	96	120	19	28	20	7	host	gene-PA5279	0.7472328884021934	0	0	0	1
gene-PPLUZ19_gp4	1	0	20148	19534	31241	26378	9343	8545	phage	gp4	0.7612016953676463	0	1	0	1
gene-PA5285	1101	716	180	278	82	1344	74	74	host	gene-PA5285	0.9877350162194722	0	0	0	1
gene-PA3719	3	3	4	3	0	3	0	0	host	armR	0.7905694150420949	0	1	0	1
gene-PA1475	39	35	45	51	10	10	9	10	host	ccmA	0.6480207268202781	0	0	0	1
gene-PA5554	4977	9084	3734	7028	1286	1625	1042	621	host	atpD	0.7955517189332675	0	0	0	1
gene-PA3235	138	125	73	127	8	3	1	3	host	gene-PA3235	0.9839221510468906	0	0	0	1
gene-PA5063	47	57	55	56	8	14	12	11	host	ubiE	0.6611805829829015	0	0	0	1
gene-PA0433	33	38	2	7	1	2	2	4	host	gene-PA0433	1.279468943616681	0	0	0	1
gene-PA1573	101	78	64	80	12	13	9	7	host	gene-PA1573	0.8023483224734861	0	0	0	1
gene-PA0604	356	295	316	435	57	70	18	15	host	gene-PA0604	0.8229748260347318	0	0	0	1
gene-PA2553	1088	703	1224	1374	160	82	25	29	host	gene-PA2553	0.9263001076911452	0	0	0	1
gene-PA5157	9	10	5	8	3	0	3	0	host	gene-PA5157	0.77173043676922	0	1	0	1
gene-PA0916	25	21	25	36	19	29	22	14	host	gene-PA0916	0.26025735123846216	0	0	0	1
gene-PA3382	2	0	0	2	0	0	0	0	host	phnE	1.7320508075688772	0	1	0	1
gene-PA4693	189	262	214	256	53	53	34	24	host	pssA	0.7181557121086573	0	0	0	1
gene-PA0232	24	14	11	13	2	2	1	2	host	pcaC	0.897966149255633	0	0	0	1
gene-PA5217	766	990	39	33	13	10	2	4	host	gene-PA5217	1.6253149703414786	0	0	0	1
gene-PA0682	11	5	2	6	2	3	5	1	host	gene-PA0682	0.6851187890446742	0	0	0	1
gene-PA3904	11	10	5	4	1	4	2	1	host	gene-PA3904	0.7572365563125347	0	0	0	1
gene-PPLUZ19_gp42	0	0	75	85	10	42	7967	5672	phage	gp42	1.7288493165931007	0	1	0	1
gene-PA2783	14	15	9	14	1	4	2	4	host	gene-PA2783	0.693888666488711	0	0	0	1
gene-PA0140	131	117	111	160	47	27	28	28	host	ahpF	0.6259173860336423	0	0	0	1
gene-PA5255	1195	1242	220	358	53	62	29	20	host	algQ	1.2237456006472072	0	0	0	1
gene-PA2022	23	21	20	22	5	5	3	0	host	gene-PA2022	0.7493152334292135	0	1	0	1
gene-PA2849	11	8	1	10	1	0	1	2	host	ohrR	1.0103272963128038	0	1	0	1
gene-PA1036	135	91	28	53	7	7	3	3	host	gene-PA1036	1.122749046722141	0	0	0	1
gene-PA3692	78	59	103	80	31	13	11	11	host	lptF	0.7074578839962085	0	0	0	1
gene-PA4739	180	96	106	103	19	40	22	10	host	gene-PA4739	0.7691422892489472	0	0	0	1
gene-PA2474	10	11	13	9	4	3	1	0	host	gene-PA2474	0.7270782830485945	0	1	0	1
gene-PA5369	60	81	52	91	32	41	21	13	host	pstS	0.529152240032355	0	0	0	1
gene-PA3792	233	275	125	195	25	29	17	7	host	leuA	0.8981238305605657	0	0	0	1
gene-PA2281	25	23	24	33	12	10	5	6	host	gene-PA2281	0.5588643328886621	0	0	0	1
gene-PA2311	3	3	0	0	0	1	1	0	host	gene-PA2311	1.224744871391589	0	1	0	1
gene-PA3306	62	71	21	28	4	7	9	4	host	gene-PA3306	0.9677133024426113	0	0	0	1
gene-PA1576	175	95	84	114	11	19	11	5	host	gene-PA1576	0.9092994768585708	0	0	0	1
gene-PA4487	163	175	110	162	21	24	27	17	host	gene-PA4487	0.7730393608863837	0	0	0	1
gene-PA1791	37	52	47	55	30	39	29	22	host	gene-PA1791	0.2822081552916592	0	0	0	1
gene-PA2152	27	31	13	16	4	5	5	1	host	gene-PA2152	0.8232959519692947	0	0	0	1
gene-PA3006	114	132	32	47	11	9	11	16	host	psrA	0.9894226118639167	0	0	0	1
gene-PA3063	26	24	13	17	3	1	0	1	host	pelB	0.9516330891326656	0	1	0	1
gene-PA3670	139	136	28	38	7	5	8	2	host	gene-PA3670	1.1999356179305287	0	0	0	1
gene-PA2137	3	2	3	2	1	0	1	0	host	gene-PA2137	0.7453559924999299	0	1	0	1
gene-PA5376	81	82	76	75	9	13	12	10	host	gene-PA5376	0.7561324043956342	0	0	0	1
gene-PA3020	56	80	55	90	17	8	5	7	host	gene-PA3020	0.8174891057117272	0	0	0	1
gene-PA0663	337	439	193	342	51	61	57	25	host	gene-PA0663	0.8139377583401061	0	0	0	1
gene-PA0471	159	140	8	10	4	3	4	3	host	gene-PA0471	1.5141920418008106	0	0	0	1
gene-PA4705	600	525	459	707	29	25	29	12	host	gene-PA4705	0.9461020069895878	0	0	0	1
gene-PA0640	120	145	116	231	101	172	103	66	host	gene-PA0640	0.36130447407425825	0	0	0	1
gene-PA0277	18	12	9	19	13	17	10	9	host	gene-PA0277	0.2869935052856839	0	0	0	1
gene-PA1284	39	29	24	36	7	7	3	2	host	gene-PA1284	0.7801211533068612	0	0	0	1
gene-PA1291	30	25	13	11	3	3	3	1	host	gene-PA1291	0.9281062109182914	0	0	0	1
gene-PA3840	689	148	329	98	52	12	4	16	host	gene-PA3840	1.3111093882054021	0	0	0	1
gene-PA3071	32	38	19	29	5	9	5	3	host	gene-PA3071	0.7450517034517313	0	0	0	1
gene-PA5413	202	191	172	195	35	26	16	19	host	ltaA	0.7806675814023747	0	0	0	1
gene-PA1312	9	11	7	6	3	3	0	1	host	gene-PA1312	0.7280109889280518	0	1	0	1
gene-PA4702	15	22	17	21	3	6	2	2	host	gene-PA4702	0.735746093465393	0	0	0	1
gene-PA2639	91	138	329	434	85	111	53	36	host	nuoD	0.8397125456120216	0	0	0	1
gene-PA4902	7	7	5	7	1	3	0	1	host	gene-PA4902	0.7234729513550259	0	1	0	1
gene-PA1216	0	2	2	3	2	2	0	0	host	gene-PA1216	0.8080176743014171	0	1	0	1
gene-PA4015	41	32	36	33	4	5	4	3	host	gene-PA4015	0.8076504881493302	0	0	0	1
gene-PA2918	42	37	22	34	9	8	8	2	host	gene-PA2918	0.721034160515992	0	0	0	1
gene-PA1631	41	18	11	14	1	1	1	1	host	gene-PA1631	1.1844376564359438	0	0	0	1
gene-PA4490	15	29	20	39	8	26	8	7	host	gene-PA4490	0.5741427428755639	0	0	0	1
gene-PA3956	26	21	5	18	1	2	0	0	host	gene-PA3956	1.0992243806745026	0	1	0	1
gene-PA0527	158	102	30	60	18	23	13	8	host	dnr	0.964444733063118	0	0	0	1
gene-PA1437	63	42	22	21	2	7	1	2	host	gene-PA1437	1.0482127646618316	0	0	0	1
gene-PA2815	101	94	48	67	20	16	5	5	host	gene-PA2815	0.82160880604638	0	0	0	1
gene-PA5054	43	45	50	76	17	17	9	14	host	hslU	0.6454822823330408	0	0	0	1
