Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	15_R1	15_R2	15_R3	Entity	Symbol	relative changes	negligible changes	Outlier
gene-PA1064	102	113	152	58	74	163	15	16	13	10	3	221	host	gene-PA1064	0.8848557337406623	0	1
gene-PA4653	44	24	1267	12	19	250	1	2	47	2	4	324	host	gene-PA4653	2.0869710998701647	0	1
gene-PA4295	4	9	29	6	9	136	4	7	40	3	6	91	host	fppA	1.4127069551216966	0	1
gene-PA4271	1920	3508	2484	1888	3511	2982	802	1191	513	788	388	410	host	rplL	0.6708004576674051	0	1
gene-PA2411	5592	3553	429	3551	4544	861	830	903	32	324	234	118	host	gene-PA2411	1.0845469545951205	0	1
gene-PA1678	115	92	38	106	161	129	24	48	14	31	22	119	host	gene-PA1678	0.6477977277001608	0	1
gene-PA3397	413	521	108	361	611	259	100	95	39	60	49	123	host	fpr	0.8397824478199852	0	1
gene-PA2184	4	5	11	4	3	83	1	1	12	2	1	37	host	gene-PA2184	1.6838103018627517	0	1
gene-PA3525	391	397	193	453	653	448	214	265	43	174	115	149	host	argG	0.582776570613099	0	1
gene-PA1392	57	76	61	34	60	291	8	14	26	3	1	121	host	gene-PA1392	1.2243694157705558	0	1
gene-PA4485	33	24	21	25	50	128	6	13	12	6	2	190	host	gene-PA4485	1.2964150730080592	0	1
gene-PA3773	8	1	19	0	2	141	0	0	24	0	0	249	host	gene-PA3773	2.011350794492346	0	1
gene-PA1727	66	70	46	67	98	221	19	31	25	16	12	280	host	mucR	1.028257298738624	0	1
gene-PA4272	2066	6657	3487	3562	6698	4913	1323	1933	532	1270	781	601	host	rplJ	0.7626759386622431	0	1
gene-PA0566	40	53	18	31	26	105	8	5	8	4	2	107	host	gene-PA0566	1.0497900615419469	0	1
gene-PA4989	16	14	11	1	10	180	3	2	15	0	1	197	host	gene-PA4989	1.809391139664472	0	1
gene-PA4972	72	59	467	56	80	219	12	11	28	9	3	865	host	gene-PA4972	1.5829089648237358	0	1
gene-PA0255	55	56	20	23	48	91	9	10	13	5	3	150	host	gene-PA0255	1.042251324421249	0	1
gene-PA1802	4174	6017	1277	3264	4729	1222	756	869	138	460	350	214	host	clpX	0.9965797567209058	0	1
gene-PA4614	537	701	211	548	945	280	112	177	40	60	31	124	host	mscL	0.9103743041532397	0	1
gene-PA2788	133	166	131	77	143	195	16	14	28	7	9	271	host	gene-PA2788	0.8417181912329326	0	1
gene-PA3207	74	43	10	38	55	40	11	16	8	4	5	41	host	gene-PA3207	0.7606086509163377	0	1
gene-PA0954	305	185	35	96	157	128	18	21	22	10	7	138	host	gene-PA0954	0.9478927031585742	0	1
gene-PA1455	360	366	253	234	323	156	49	39	13	26	22	88	host	fliA	0.8305350216040919	0	1
gene-PA1579	912	775	146	555	643	160	99	84	29	27	28	85	host	gene-PA1579	1.0625937663203013	0	1
gene-PA4624	64	85	208	60	102	321	9	7	52	1	9	1219	host	gene-PA4624	1.8339242848989517	0	1
gene-PA3083	377	393	206	415	536	488	96	97	53	51	40	443	host	pepN	0.6924581834797706	0	1
gene-PA2784	8	7	12	4	3	100	3	0	12	0	1	146	host	gene-PA2784	1.8299712403987756	0	1
gene-PA3621.1	2413	5899	3501	856	1825	6081	881	2964	2448	1777	827	548	host	rsmZ	0.7161422540114438	0	1
gene-PA2431	31	36	31	15	37	187	4	5	33	2	1	311	host	gene-PA2431	1.5617749343725722	0	1
gene-PA4917	75	86	178	8	36	124	7	8	21	1	0	204	host	gene-PA4917	1.1055430338253145	0	1
gene-PA4985	8	4	27	2	6	175	1	2	8923	0	1	1546	host	gene-PA4985	2.758084753346392	0	1
gene-PA4749	1347	1113	490	1495	1812	590	166	140	59	51	56	218	host	glmM	0.9782068657055668	0	1
gene-PA3214	90	70	10	28	76	64	8	12	13	0	2	113	host	gene-PA3214	0.9354245303464007	0	1
gene-PA3863	22	12	29	19	24	113	5	4	20	5	3	174	host	dauA	1.4073361063267378	0	1
gene-PA4127	4	8	33	9	9	155	2	1	21	0	1	247	host	hpcG	1.827236210764551	0	1
gene-PA4365	4	2	46	6	4	72	1	1	8	0	0	168	host	gene-PA4365	1.8428790399314168	0	1
gene-PA1158	59	50	34	25	54	190	7	10	14	13	5	432	host	gene-PA1158	1.5875580259391626	0	1
gene-PA1571	17	22	15	17	26	39	7	13	5	7	3	33	host	gene-PA1571	0.636726779652138	0	1
gene-PA2128	4	35	20	13	14	55	5	4	5	2	2	73	host	cupA1	1.151628635313571	0	1
gene-PA0227	9	8	13	5	11	120	2	0	15	0	0	370	host	gene-PA0227	2.2280205600096163	0	1
gene-PA2415	10	14	8	5	2	77	4	1	10	1	0	134	host	gene-PA2415	1.7711036632219552	0	1
gene-PA2525	34	35	43	35	48	209	4	7	16	2	0	342	host	gene-PA2525	1.5398274157656089	0	1
gene-PA1645	19	15	5	8	10	30	4	4	2	1	2	42	host	gene-PA1645	1.0348998285955686	0	1
gene-PA4386	643	872	885	328	326	17855	37	38	27848	24	13	41	host	groES	2.121401617614765	0	1
gene-PA0145	13	10	12	7	9	89	2	0	6	1	1	190	host	gene-PA0145	1.9053557732973048	0	1
gene-PA2846	48	14	10	8	16	116	3	6	17	3	2	177	host	gene-PA2846	1.5062680828507806	0	1
gene-PA0729	97	154	159	80	132	220	21	11	33	6	9	1004	host	gene-PA0729	1.6398755077692198	0	1
gene-PA1380	7	16	13	4	7	87	1	3	11	0	1	125	host	gene-PA1380	1.6693840107077254	0	1
gene-PA1959	53	101	44	52	85	209	29	35	25	19	11	98	host	bacA	0.8278320084332559	0	1
gene-PA1988	30	17	9	16	17	51	2	1	8	2	0	87	host	pqqD	1.2296679768674685	0	1
gene-PA4501	27	30	2434	35	40	592	4	5	549	4	1	1214	host	opdP	1.7229884297023916	0	1
gene-PA0402	127	140	143	160	186	255	37	30	38	12	10	232	host	pyrB	0.7274629944033789	0	1
gene-PA2825	100	46	43	45	47	91	3	7	16	1	2	70	host	ospR	0.8453919484393003	0	1
gene-PA4143	15	40	231	8	50	518	1	13	154	5	2	994	host	gene-PA4143	1.7007272459747433	0	1
gene-PA0323	16	13	46	3	7	243	1	3	32	0	2	100	host	gene-PA0323	1.736840460100475	0	1
gene-PA2544	45	40	13	20	30	111	2	7	10	5	1	286	host	gene-PA2544	1.634293158348227	0	1
gene-PA5451	261	192	43	288	361	190	34	24	28	3	10	104	host	wzm	0.9355211120454057	0	1
gene-PA1493	113	109	128	133	113	222	19	11	15	10	7	121	host	cysP	0.7949907844088903	0	1
gene-PA3405	278	64	23	375	165	96	39	7	23	4	8	217	host	hasE	1.0918236232010678	0	1
gene-PA1706	478	194	35	238	117	135	46	24	12	6	13	106	host	pcrV	1.1196037480545749	0	1
gene-PA2997	118	203	97	184	241	182	42	55	17	32	25	128	host	nqrC	0.6753769508902788	0	1
gene-PA4354	9	12	36	1	3	224	2	0	21	1	1	185	host	gene-PA4354	1.7973248154395116	0	1
gene-PA3349	2406	1875	936	1134	1544	469	190	171	43	71	87	80	host	gene-PA3349	1.0461749289827038	0	1
gene-PA0765	670	313	103	126	218	169	39	34	14	28	20	147	host	mucC	1.1356412264869171	0	1
gene-PA1524	13	5	17	10	15	144	2	2	16	2	2	118	host	xdhA	1.6070091886877875	0	1
gene-PA2545	52	68	27	55	79	148	18	19	10	5	8	201	host	xthA	1.0144140756240503	0	1
gene-PA5450	407	358	86	419	516	379	39	33	35	10	17	297	host	wzt	0.8622108453084254	0	1
gene-PA3039	23	21	37	6	10	248	2	4	34	2	1	266	host	gene-PA3039	1.6772773370835028	0	1
gene-PA4313a	134	88	30	53	89	79	14	18	9	8	4	116	host	gene-PA4313a	0.824710093127488	0	1
gene-PA4454	204	234	67	167	226	132	53	73	19	33	28	45	host	gene-PA4454	0.7301397656803797	0	1
gene-PA4211	4	368	1262	1	306	635	2	22	39	9	1	233	host	phzB1	1.515239326236521	0	1
gene-PA2166	12	3	14	1	4	79	1	0	8	2	0	53	host	gene-PA2166	1.6226692932800033	0	1
gene-PA5393	9	13	37	4	10	272	3	5	39	2	3	434	host	gene-PA5393	1.9016111985422204	0	1
gene-PA1680	12	3	4	10	11	74	2	4	9	3	1	102	host	gene-PA1680	1.59983589018039	0	1
gene-PA1127	229	294	147	48	100	140	10	13	14	6	5	185	host	gene-PA1127	0.9599775690532891	0	1
gene-PA5191	12	22	123	10	15	139	5	0	87	2	0	50	host	gene-PA5191	1.2349910581180876	0	1
gene-PA0498	55	60	103	14	25	365	8	1	47	3	3	207	host	gene-PA0498	1.4032192718190366	0	1
gene-PA4393	47	51	97	24	39	343	9	13	73	5	6	432	host	ampG	1.4204094890584276	0	1
gene-PA4001	442	714	334	262	508	335	84	129	36	44	26	350	host	sltB1	0.7638053827866972	0	1
gene-PA4276	984	1720	439	1038	2140	715	378	586	100	408	214	194	host	secE	0.8158346319201978	0	1
gene-PA3708	553	506	188	261	385	405	74	61	41	31	25	323	host	wspA	0.7831821648634958	0	1
gene-PA2790	22	14	29	10	17	76	1	6	10	0	0	34	host	gene-PA2790	1.1165013848919998	0	1
gene-PA0146	15	7	31	5	9	246	2	4	22	6	0	373	host	gene-PA0146	1.9144068803949967	0	1
gene-PA4361	149	101	33	45	58	159	5	5	337	5	1	293	host	gene-PA4361	1.1092593847098997	0	1
gene-PA4732	200	213	126	170	188	339	53	35	45	18	13	295	host	pgi	0.749708134053658	0	1
gene-PA1109	33	25	11	8	18	95	3	8	6	3	3	166	host	gene-PA1109	1.5007858974395	0	1
gene-PA4353	9	11	17	9	14	90	3	3	9	0	4	128	host	gene-PA4353	1.5655479488771047	0	1
gene-PA3089a	28	25	10	31	35	53	7	1	9	2	4	86	host	gene-PA3089a	0.9955617668721678	0	1
gene-PA3661	8	9	20	9	8	134	3	1	17	4	1	110	host	gene-PA3661	1.5971081548103954	0	1
gene-PA4696	524	641	379	374	528	489	58	95	56	40	34	280	host	ilvI	0.74365100567118	0	1
gene-PA4558	236	259	71	249	403	136	72	74	12	40	29	78	host	gene-PA4558	0.837041726510425	0	1
gene-PA4725	235	244	202	154	205	612	29	31	55	20	21	659	host	cbrA	1.0209284076915213	0	1
gene-PA2316	21	13	14	7	17	101	2	3	3	1	1	246	host	gene-PA2316	1.9201843047038065	0	1
gene-PA0442	0	0	1	0	1	59	0	0	5	0	0	51	host	gene-PA0442	2.086923271197129	0	1
gene-PA4815	3	8	16	5	11	135	6	3	11	1	0	393	host	gene-PA4815	2.221349937356301	0	1
gene-PA1184	21	17	19	10	12	97	3	3	15	0	1	306	host	gene-PA1184	1.9855867645856369	0	1
gene-PA1346	3	4	16	2	4	112	2	4	12	0	1	81	host	gene-PA1346	1.7445702684025828	0	1
gene-PA3206	51	26	21	29	46	131	9	10	25	2	2	209	host	gene-PA3206	1.267041178649807	0	1
gene-PA1523	39	37	49	48	74	299	8	3	31	2	4	264	host	xdhB	1.3504231032932945	0	1
gene-PA3021	84	50	35	56	37	136	6	7	12	3	7	116	host	gene-PA3021	0.9445441207305507	0	1
gene-PA0788a	3	7	11	3	1	62	0	0	12	0	0	51	host	gene-PA0788a	1.617075549667774	0	1
gene-PA3166	548	807	276	612	855	497	135	155	28	90	62	175	host	pheA	0.8037339989366107	0	1
gene-PA0403	13	14	44	17	22	216	7	4	24	4	6	252	host	pyrR	1.588189023760977	0	1
gene-PA1460	324	233	140	271	369	214	45	39	10	10	12	152	host	motC	0.8202786111721466	0	1
gene-PA4581.1	75	160	15	73	92	62	71	100	6	66	52	53	host	gene-PA4581.1	0.5525079309603661	0	1
gene-PA4708	1305	974	102	162	177	177	31	23	35	9	19	311	host	phuT	1.447207138753522	0	1
gene-PA4086	9	28	19	5	14	152	2	5	10	1	1	76	host	cupB1	1.5890549022697031	0	1
gene-PA0617	95	192	61	104	294	149	83	129	51	136	70	68	host	gene-PA0617	0.5533723300601188	0	1
gene-PA4703	54	44	18	21	39	109	3	9	23	2	3	124	host	gene-PA4703	1.0415997956389622	0	1
gene-PA4040	56	29	191	15	35	231	7	7	28	1	1	255	host	gene-PA4040	1.2804718906443708	0	1
gene-PA5366	86	121	184	49	81	244	20	36	52	28	13	165	host	pstB	0.7860675132471908	0	1
gene-PA1623	135	107	53	90	96	110	16	11	16	8	5	143	host	gene-PA1623	0.7728156516305966	0	1
gene-PA0840	70	28	69	113	150	178	27	15	29	5	7	272	host	gene-PA0840	0.9914849211352073	0	1
gene-PA4476	683	545	15950	409	649	536	93	101	64	32	36	550	host	gene-PA4476	2.639911297008282	0	1
gene-PA0268	24	13	20	15	34	150	4	3	23	4	2	186	host	gene-PA0268	1.4702038203841339	0	1
gene-PA3239	43	63	25	39	85	95	6	15	11	10	4	63	host	gene-PA3239	0.7960004397797653	0	1
gene-PA4912	21	26	21	7	26	250	2	9	14	5	2	146	host	gene-PA4912	1.6447938973876424	0	1
gene-PA1556	6	30	449	5	14	379	1	7	14	8	1	78	host	ccoO2	1.8171642862394644	0	1
gene-PA4245	644	1836	1175	1665	2729	2444	648	918	146	423	253	183	host	rpmD	0.7819903615056575	0	1
gene-PA5552	445	433	195	220	354	344	53	56	42	28	22	501	host	glmU	0.7837309168239757	0	1
gene-PA2359	4	6	28	7	3	172	5	0	18	1	1	206	host	gene-PA2359	1.8227445318338618	0	1
gene-PA0491	17	2	50	1	7	275	1	0	31	1	2	386	host	gene-PA0491	1.89407309978346	0	1
gene-PA2068	7	16	13	6	18	90	0	6	9	4	0	206	host	gene-PA2068	1.8425315917689624	0	1
gene-PA1012	392	519	115	341	541	203	79	100	24	77	51	191	host	gene-PA1012	0.8008450084977107	0	1
gene-PA0701	20	9	2066	7	7	130	0	4	8	2	2	279	host	gene-PA0701	2.6749018296433755	0	1
gene-PA5305	150	109	852	56	88	154	23	21	801	13	4	249	host	gene-PA5305	1.3541724664100465	0	1
gene-PA5446	124	91	64	61	101	114	32	42	9	34	23	68	host	gene-PA5446	0.5622206529594237	0	1
gene-PA4576	641	495	1293	320	367	1067	71	70	224	25	25	874	host	gene-PA4576	0.9027135545496489	0	1
gene-PA5519	44	52	39	31	45	144	21	11	22	8	2	135	host	gene-PA5519	0.9615162753072873	0	1
gene-PA3014	2132	1510	381	765	853	531	211	172	100	100	141	345	host	faoA	1.0068211145473678	0	1
gene-PA0569	32	21	22	14	17	121	5	6	9	1	2	212	host	gene-PA0569	1.5795646413057671	0	1
gene-PA3450	14	18	45	14	20	229	6	10	28	4	3	143	host	gene-PA3450	1.4964363115327566	0	1
gene-PA0888	656	1299	366	324	534	304	65	103	53	74	45	148	host	aotJ	1.0566671223666573	0	1
gene-PA4791	44	32	12	20	25	72	5	4	6	2	0	97	host	gene-PA4791	1.10331913607386	0	1
gene-PA3519	3	2	35	3	6	215	0	3	30	0	0	126	host	gene-PA3519	1.8198504170578886	0	1
gene-PA4442	165	230	148	156	255	1892	37	46	35	35	7	307	host	cysN	1.7979067235539277	0	1
gene-PA4631	107	102	477	77	118	283	21	54	29	16	14	267	host	gene-PA4631	1.040951443598624	0	1
gene-PA1520	102	114	39	69	75	164	14	24	16	19	16	212	host	gene-PA1520	0.8653569163025119	0	1
gene-PA1468	10	6	9	6	10	81	2	2	13	0	1	82	host	gene-PA1468	1.5375346049146208	0	1
gene-PA0536	143	158	65	111	179	200	33	34	18	15	13	241	host	gene-PA0536	0.7737002757261356	0	1
gene-PA1840	45	44	23	45	40	79	9	7	10	5	6	66	host	gene-PA1840	0.7665123362647521	0	1
gene-PA5028	306	314	115	76	149	191	22	33	27	25	15	162	host	gene-PA5028	0.862679210860026	0	1
gene-PA5485	125	92	62	96	135	308	13	14	38	3	7	316	host	ampDh2	1.033697579021949	0	1
gene-PA2580	38	31	11	13	25	97	8	11	13	4	3	46	host	gene-PA2580	1.0148234657646948	0	1
gene-PA2486	3	2	8	3	2	49	1	0	5	0	0	70	host	gene-PA2486	1.8309797033733053	0	1
gene-PA0137	5	5	20	2	0	150	1	0	21	1	0	237	host	gene-PA0137	1.9716100960577692	0	1
gene-PA2277	5	1	5	2	2	35	1	0	7	0	1	40	host	arsR	1.6104380976113732	0	1
gene-PA1112.1	186	243	80	192	345	181	55	88	13	34	18	96	host	gene-PA1112.1	0.7672948917482639	0	1
gene-PA5175	251	135	70	71	106	109	19	22	11	9	6	198	host	cysQ	0.91057905338802	0	1
gene-PA3228	180	161	91	192	244	263	50	34	25	17	23	309	host	gene-PA3228	0.7625223733225873	0	1
gene-PA0432	535	837	1211	1055	1754	1812	268	397	147	166	89	412	host	sahH	0.8077760586945635	0	1
gene-PA2189	16	12	17	10	11	93	1	3	17	1	1	54	host	gene-PA2189	1.3238796328934581	0	1
gene-PA2150	1	5	24	3	3	154	0	0	17	1	0	319	host	gene-PA2150	2.1120789118920626	0	1
gene-PA3543	9	12	38	3	3	110	1	3	19	2	2	173	host	algK	1.6621592382600814	0	1
gene-PA0929	285	318	19	16	13	92	5	4	24	3	6	94	host	gene-PA0929	1.4571433770228541	0	1
gene-PA4323	131	148	54	104	207	156	24	30	7133	10	13	364	host	gene-PA4323	2.783941163988713	0	1
gene-PA3759	4	6	19	5	5	130	1	2	16	1	0	206	host	gene-PA3759	1.9024554251725498	0	1
gene-PA0175	21	12	68	10	23	238	2	4	38	5	4	331	host	gene-PA0175	1.6259836903497153	0	1
gene-PA0171	17	42	25	8	17	142	0	1	11	1	0	223	host	gene-PA0171	1.6419338513268282	0	1
gene-PA0645	17	40	26	20	44	122	12	27	7	23	5	59	host	gene-PA0645	0.9150036894402748	0	1
gene-PA1657	10	37	355	20	120	659	11	83	56	59	7	60	host	gene-PA1657	1.5055276358780867	0	1
gene-PA1608	69	69	53	116	138	230	27	19	27	6	10	251	host	gene-PA1608	0.9460277875548306	0	1
gene-PA0894	39	39	24	20	45	109	8	5	8	4	4	164	host	gene-PA0894	1.2063388542570002	0	1
gene-PA3994	4	4	17	5	5	126	2	1	11	1	0	145	host	gene-PA3994	1.8317836480214158	0	1
gene-PA1365	157	115	80	128	114	374	25	14	48	6	9	559	host	gene-PA1365	1.180393584673611	0	1
gene-PA0628	133	149	118	164	285	406	170	249	80	181	98	206	host	gene-PA0628	0.4670103483671877	0	1
gene-PA1583	1457	1731	941	2025	3226	1301	456	503	124	344	261	211	host	sdhA	0.8586936142157615	0	1
gene-PA1071	395	460	312	490	680	172	57	33	18	12	13	178	host	braF	0.9282482353764824	0	1
gene-PA2965	606	648	197	937	1495	560	276	376	28	157	96	150	host	fabF1	0.8826502338299069	0	1
gene-PA5154	104	110	777	84	120	140	8	6	4314	2	4	127	host	gene-PA5154	2.4273892986679475	0	1
gene-PA0784	146	79	320	71	60	204	13	14	25	8	3	327	host	gene-PA0784	1.0696994570971126	0	1
gene-PA1273	20	12	24	6	10	84	2	2	11	4	0	148	host	cobB	1.5786529197920116	0	1
gene-PA3889	22	11	1412	9	4	172	3	6	15	1	0	619	host	gene-PA3889	2.141671496466822	0	1
gene-PA5477	59	55	49	18	35	304	6	13	38	5	5	277	host	gene-PA5477	1.3836242814663866	0	1
gene-PA2449	154	127	32	89	141	182	39	33	19	17	8	339	host	gene-PA2449	0.9467584819249371	0	1
gene-PA0679	6	10	5	5	5	74	0	1	2157	1	4	163	host	gene-PA0679	2.9176906470599557	0	1
gene-PA0909	3	12	9	4	15	58	4	4	7	3	2	70	host	gene-PA0909	1.3804030058428816	0	1
gene-PA0103a	43	44	45	17	18	215	9	16	28	9	5	155	host	gene-PA0103a	1.249955045022943	0	1
gene-PA4548	309	261	59	121	167	218	32	38	194	29	18	344	host	gene-PA4548	0.7488542896353545	0	1
gene-PA1058	18	22	10	21	44	70	5	3	4	2	0	113	host	gene-PA1058	1.2608503439122305	0	1
gene-PA0872	181	363	254	185	211	377	15	27	108	7	15	83	host	phhA	0.8309326934132091	0	1
gene-PA2641	113	84	140	162	185	294	80	106	16	44	27	326	host	nuoF	0.7149006546893492	0	1
gene-PA1530	59	82	32	86	107	92	17	34	8	17	9	70	host	gene-PA1530	0.6687124372643988	0	1
gene-PA0766	1815	1810	426	867	1120	584	254	212	5399	124	104	10780	host	mucD	1.5364271883744134	0	1
gene-PA1744	2	5	7	4	7	37	0	1	6	1	0	30	host	gene-PA1744	1.3928388277184118	0	1
gene-PA1601	59	6	24	60	14	203	11	5	20	2	3	412	host	gene-PA1601	1.7102958589413484	0	1
gene-PA4587	83	93	208	53	81	396	4	6	237	2	6	246	host	ccpR	1.023870721199813	0	1
gene-PA2199	820	859	130	375	755	173	95	196	27	67	53	76	host	gene-PA2199	1.0170549097814776	0	1
gene-PA3694	79	71	38	61	78	106	8	11	13	2	6	76	host	gene-PA3694	0.7681500151262133	0	1
gene-PA4640	566	448	4675	27844	493	3312	132	123	3859	93	55	484	host	mqoB	2.140890286483406	0	1
gene-PA4626	26	18	182	15	21	136	3	5	63	0	3	239	host	hprA	1.3099867205332871	0	1
gene-PA0972	1142	2083	475	935	1340	786	277	359	102	242	164	152	host	tolB	0.8675257360767632	0	1
gene-PA0575	93	56	149	45	56	788	20	20	114	17	7	839	host	gene-PA0575	1.5506449160907974	0	1
gene-PA4664	112	143	245	109	212	195	28	31	86	25	12	231	host	hemK	0.6897910554340734	0	1
gene-PA1679	104	77	54	77	101	118	23	30	17	20	10	93	host	gene-PA1679	0.6220194643537937	0	1
gene-PA4283	218	151	63	140	191	198	36	35	421	28	22	283	host	recD	0.7875812219591999	0	1
gene-PA2061	16	9	20	10	7	95	0	2	12	1	0	209	host	gene-PA2061	1.8554239996641657	0	1
gene-PA4928	100	147	95	136	237	528	74	77	50	50	24	363	host	gene-PA4928	0.9170977503941053	0	1
gene-PA1578a	9	12	8	6	9	60	4	7	8	4	1	105	host	gene-PA1578a	1.5345073284513615	0	1
gene-PA0855	16	18	33	7	6	90	1	3	11	1	2	176	host	gene-PA0855	1.6462807504011605	0	1
gene-PA1984	152	99	106	318	282	252	39	25	26	5	9	382	host	exaC	0.9087681241576439	0	1
gene-PA4302	27	30	26	15	33	188	11	8	29	15	4	424	host	tadA	1.7389326044019173	0	1
gene-PA2734	413	578	270	365	558	366	50	88	30	35	25	107	host	gene-PA2734	0.837880432346846	0	1
gene-PA0090	148	207	444	168	304	671	24	34	63	45	26	516	host	clpV1	0.9446509392036893	0	1
gene-PA1957	6	6	4	3	9	61	4	4	7	0	1	111	host	gene-PA1957	1.7868691151194878	0	1
gene-PA5133	130	157	4482	56	115	244	20	24	187	18	3	155	host	gene-PA5133	2.6038167130926673	0	1
gene-PA4478	138	170	49	60	133	143	15	25	16	14	7	145	host	gene-PA4478	0.8003425764761645	0	1
gene-PA5227.1	2344	2885	5498	814	1470	6507	601	2034	2425	1461	603	972	host	ssrS	0.7883001606236472	0	1
gene-PA1169	13	24	40	53	85	327	9	10	44	3	3	528	host	gene-PA1169	1.643785907832376	0	1
gene-PA0829	15	14	20	8	14	141	2	7	14	3	0	192	host	gene-PA0829	1.6642260839880751	0	1
gene-PA0805	174	217	329	235	414	164	35	39	10	19	14	59	host	gene-PA0805	0.9124023840462555	0	1
gene-PA4659	22	18	1483	12	18	21153	3	1	54	5	2	344	host	gene-PA4659	3.0168664937903467	0	1
gene-PA5051	128	176	264	173	243	432	36	40	51	40	17	691	host	argS	1.003132833378461	0	1
gene-PA4037	11	4	52	5	5	213	0	2	23	1	0	185	host	gene-PA4037	1.7230844563586676	0	1
gene-PA1112a	84	94	142	48	72	95	16	16	14	9	2	77	host	gene-PA1112a	0.7679254906199515	0	1
gene-PA4278	201	192	294	95	160	336	45	69	263	48	33	1392	host	gene-PA4278	1.3621486137108318	0	1
gene-PA0170	26	66	25	13	44	116	1	1	7	1	2	220	host	gene-PA0170	1.4381908797381011	0	1
gene-PA0976.1	275	420	72	87	207	338	84	198	65	83	29	69	host	gene-PA0976.1	0.752882692779044	0	1
gene-PA5219	66	49	53	30	42	220	9	13	46	4	0	255	host	gene-PA5219	1.2168237981479275	0	1
gene-PA0548	436	640	351	397	639	631	160	218	62	140	77	514	host	tktA	0.5956534503783562	0	1
gene-PA1347	8	11	28	0	3	188	0	0	17	0	0	104	host	gene-PA1347	1.848211980306963	0	1
gene-PA0583	44	57	21	39	65	153	16	21	15	11	4	210	host	gene-PA0583	1.1086667126929683	0	1
gene-PA4704.1	474	1211	65	446	587	97	249	383	30	226	213	59	host	prrF1	0.9383892867488162	0	1
gene-PA4042	36	21	6	13	18	81	2	7	10	6	2	46	host	xseB	1.0829296988125494	0	1
gene-PA2295	4	1	12	1	2	70	0	0	15	0	0	92	host	gene-PA2295	1.8036455191934024	0	1
gene-PA0733	17	11	297	15	12	175	3	4	10	1	3	153	host	gene-PA0733	1.5798387011823447	0	1
gene-PA2856	272	171	57	52	66	162	16	14	26	14	5	104	host	tesA	0.9912379361040464	0	1
gene-PA5349	208	207	3836	72	127	289	18	25	360	16	9	406	host	gene-PA5349	2.2075836225486465	0	1
gene-PA0528	10	6	48	14	28	231	4	3	29	1	0	350	host	gene-PA0528	1.767524118568662	0	1
gene-PA0952	162	124	142	72	127	71	21	11	12	2	5	41	host	gene-PA0952	0.8608972339532152	0	1
gene-PA1863	17	22	30	17	17	196	4	4	16	5	2	235	host	modA	1.6175897021538115	0	1
gene-PA1775	226	522	255	822	1420	317	140	231	27	87	51	155	host	cmpX	1.087210447397658	0	1
gene-PA0383	55	52	42	44	73	237	15	14	23	10	4	376	host	gene-PA0383	1.3664334369505629	0	1
gene-PA2367	55	52	25	28	27	61	5	7	21	3	3	66	host	gene-PA2367	0.7659995892948388	0	1
gene-PA3418	19	21	43	21	36	139	7	7	14	1	4	321	host	ldh	1.6748956424508765	0	1
gene-PA3568	374	310	71	316	589	219	15	28	32	7	7	434	host	gene-PA3568	0.9625272624519083	0	1
gene-PA1972	10	10	22	5	7	162	0	3	24	1	1	238	host	gene-PA1972	1.82559746118908	0	1
gene-PA1779	27	30	45	10	25	276	6	9	44	8	3	566	host	gene-PA1779	1.842597361143144	0	1
gene-PA2173a	3	3	9	2	3	34	0	0	7	1	0	28	host	gene-PA2173a	1.4539855824849413	0	1
gene-PA4871	18	10	5	5	8	64	0	2	10	1	0	114	host	gene-PA4871	1.6700068009971725	0	1
gene-PA5056	61	71	83	19	43	365	5	11	1410	3	3	296	host	phaC1	1.9384818557684274	0	1
gene-PA1641	15	15	4	4	4	54	1	1	7	2	1	57	host	gene-PA1641	1.400550855815139	0	1
gene-PA0266	385	352	170	605	692	312	256	256	31	74	69	196	host	gene-PA0266	0.6927389440100598	0	1
gene-PA2203	7	4	18	21	40	64	1	3	12	2	1	51	host	gene-PA2203	1.1049084595936591	0	1
gene-PA0472	193	191	17	5	10	191	3	3	15	1	1	163	host	gene-PA0472	1.2738435163278452	0	1
gene-PA5041	1310	1297	506	929	1298	267	69	68	31	29	19	97	host	pilP	1.0748186437132687	0	1
gene-PA4617	41	30	381	40	60	134	6	13	651	4	0	2117	host	gene-PA4617	2.009729876126121	0	1
gene-PA1755	36	34	12	23	18	53	2	2	7	3	4	18	host	gene-PA1755	0.8827688728520442	0	1
gene-PA2696	13	35	22	3	10	160	0	1	20	0	2	187	host	gene-PA2696	1.6376105591665273	0	1
gene-PA3861	402	452	432	603	795	548	107	120	51	47	45	247	host	rhl	0.7570690173066362	0	1
gene-PA5476	27	20	38	16	14	228	4	3	39	4	1	398	host	citA	1.7642679975522488	0	1
gene-PA1447	86	73	18	46	66	53	14	8	2	5	4	70	host	fliQ	0.8176657017684574	0	1
gene-PA3524	38	71	69	58	75	189	29	25	17	23	21	68	host	gloA1	0.792756479764345	0	1
gene-PA0283	23	12	74	8	17	396	3	2	59	5	1	464	host	sbp	1.7465815039905728	0	1
gene-PA1637	30	36	12	12	21	78	4	4	8	3	0	219	host	kdpE	1.6602398634842235	0	1
gene-PA4861	8	8	23	3	7	192	0	1	17	1	1	174	host	gene-PA4861	1.8225391163859928	0	1
